123.90521,10.32242,0
123.90516,10.32245,0
123.90521,10.32254,0
123.90546,10.32292,0
123.90576,10.32337,0
123.90582,10.32347,0
123.90585,10.32351,0
123.90588,10.32355,0
123.906,10.32374,0
123.90613,10.32395,0
123.90616,10.32399,0
123.90635,10.32427,0
123.90641,10.32429,0
123.90645,10.32434,0
123.9065,10.3244,0
123.90654,10.32445,0
123.90662,10.32456,0
123.90692,10.32498,0
123.90692,10.32499,0
123.90708,10.32524,0
123.90725,10.32547,0
123.90733,10.32556,0
123.90741,10.32566,0
123.90758,10.32581,0
123.90808,10.32495,0
123.90822,10.32474,0
123.9085,10.32431,0
123.90862,10.3241,0
123.90893,10.3236,0
123.91013,10.32166,0
123.9105,10.32101,0
123.91063,10.32078,0
123.91071,10.32065,0
123.91079,10.32057,0
123.91111,10.32004,0
123.91136,10.31961,0
123.91182,10.31888,0
123.91183,10.31887,0
123.91208,10.31845,0
123.9122,10.31826,0
123.91225,10.31819,0
123.91263,10.31757,0
123.91283,10.31724,0
123.91288,10.31716,0
123.91293,10.31709,0
123.91302,10.31696,0
123.91316,10.31672,0
123.9132,10.31665,0
123.91363,10.31596,0
123.91385,10.31559,0
123.91434,10.31479,0
123.9146,10.31437,0
123.91466,10.31426,0
123.91421,10.31404,0
123.91366,10.31377,0
123.91291,10.31339,0
123.91213,10.31302,0
123.91145,10.3127,0
123.91075,10.31236,0
123.91039,10.31218,0
123.91015,10.31205,0
123.90985,10.31189,0
123.90954,10.3116,0
123.90924,10.3113,0
123.90912,10.3112,0
123.90867,10.31068,0
123.90854,10.31052,0
123.90852,10.3105,0
123.90808,10.30992,0
123.90792,10.30971,0
123.90784,10.30961,0
123.90775,10.30948,0
123.90772,10.30947,0
123.9077,10.30945,0
123.90732,10.30901,0
123.90712,10.30879,0
123.90708,10.30875,0
123.90694,10.30857,0
123.90677,10.30838,0
123.90666,10.30826,0
123.90625,10.30778,0
123.90551,10.30683,0
123.90551,10.30682,0
123.90558,10.30676,0
123.90614,10.3064,0
123.90613,10.30618,0
123.90611,10.30572,0
123.90611,10.3056,0
123.90615,10.30492,0
123.90617,10.30464,0
123.90626,10.30409,0
123.90631,10.30369,0
123.90636,10.30343,0
123.90645,10.30286,0
123.90653,10.30225,0
123.90654,10.30215,0
123.90655,10.30207,0
123.90655,10.30193,0
123.90656,10.30178,0
123.90655,10.30153,0
123.90654,10.30129,0
123.90639,10.30027,0
123.90635,10.3,0
123.90633,10.2999,0
123.90612,10.29866,0
123.9061,10.29854,0
123.90606,10.29834,0
123.90591,10.29757,0
123.90578,10.29698,0
123.90567,10.2965,0
123.90517,10.29669,0
123.90481,10.29687,0
123.90434,10.29705,0
123.90415,10.29712,0
123.90398,10.29718,0
123.90396,10.29718,0
123.90394,10.29719,0
123.90392,10.29719,0
123.9039,10.2972,0
123.90379,10.2972,0
123.90316,10.29709,0
123.90217,10.29691,0
123.90165,10.2969,0
123.90155,10.2969,0
123.9014,10.29688,0
123.90128,10.29685,0
123.90126,10.29684,0
123.90108,10.29679,0
123.90067,10.29661,0
123.90027,10.29642,0
123.90025,10.29641,0
123.90002,10.29628,0
123.89951,10.29574,0
123.89945,10.29576,0
123.8994,10.29563,0
123.89937,10.29555,0
123.89931,10.29535,0
123.89924,10.29509,0
123.89904,10.29435,0
123.89903,10.29428,0
123.89892,10.29396,0
123.89876,10.29338,0
123.89851,10.29237,0
123.89936,10.2921,0
123.89957,10.29203,0
123.89971,10.29207,0
